Elo	Username	W	L	T	Glicko	Rating_Deviation	GXE	Games_Played	Last_update	H2H_Data
2049.8374566491693	PAC-PA-Agent	2971	1687	5	1866.1	23	80.35	4663	Mon Oct 20 2025 03:59:22 GMT+0000 (Coordinated Universal Time)	{"pacmmabra":{"w":100,"l":24,"t":0},"pacbhgymleader":{"w":43,"l":2,"t":0},"pacmmminikazam":{"w":93,"l":29,"t":0},"pacbhpokeenv":{"w":58,"l":2,"t":0},"pacmmalakazamvar":{"w":302,"l":317,"t":0},"pachida":{"w":15,"l":1,"t":0},"pacmmlargerl":{"w":64,"l":8,"t":1},"pacmmsynrlv1sp":{"w":142,"l":55,"t":0},"pacbhsmogswitch":{"w":39,"l":0,"t":0},"pacmmalakazam":{"w":256,"l":252,"t":0},"pacexp05":{"w":15,"l":6,"t":0},"pacmmsmallil":{"w":36,"l":3,"t":0},"pacsrsk1729":{"w":11,"l":6,"t":0},"pacmmsynrlv1":{"w":106,"l":19,"t":1},"pacmmwildcard":{"w":263,"l":330,"t":0},"pacmmkadabra":{"w":220,"l":104,"t":1},"pacbhkaizo":{"w":55,"l":6,"t":0},"pacbhg1boss":{"w":61,"l":0,"t":0},"pacmmvariety":{"w":279,"l":241,"t":2},"pacmmsynrlv2":{"w":198,"l":50,"t":0},"pacmmbasernn":{"w":76,"l":6,"t":0},"pacmmsmallilfa":{"w":60,"l":10,"t":0},"pacmmsmallrlg9":{"w":73,"l":15,"t":0},"pacbhgrunt":{"w":35,"l":0,"t":0},"pacgcogs":{"w":13,"l":4,"t":0},"pacmmsynrlv0":{"w":90,"l":37,"t":0},"pacgradient":{"w":25,"l":11,"t":0},"pacporygon2ai":{"w":4,"l":1,"t":0},"pacvibepoking":{"w":8,"l":0,"t":0},"pacedtesting":{"w":4,"l":1,"t":0},"pac4thlesson":{"w":60,"l":43,"t":0},"pacsnteam":{"w":18,"l":4,"t":0},"pacpuffer":{"w":6,"l":2,"t":0},"pacmetahorns":{"w":7,"l":0,"t":0},"pacmmmystery":{"w":136,"l":98,"t":0}}
2033.5659811724336	PAC-MM-Mystery	944	560	1	1844.2	23	78.99	1505	Mon Oct 20 2025 03:59:22 GMT+0000 (Coordinated Universal Time)	{"pacbhgrunt":{"w":8,"l":0,"t":0},"pacmmbasernn":{"w":5,"l":0,"t":0},"pacbhgymleader":{"w":5,"l":0,"t":0},"pacbhsmogswitch":{"w":6,"l":0,"t":0},"pacbhpokeenv":{"w":4,"l":0,"t":0},"pacedtesting":{"w":7,"l":5,"t":0},"pacmmalakazamvar":{"w":101,"l":77,"t":0},"pacporygon2ai":{"w":4,"l":1,"t":0},"pacmmsmallrlg9":{"w":8,"l":1,"t":0},"pacmmkadabra":{"w":74,"l":35,"t":0},"pacmmabra":{"w":21,"l":3,"t":0},"pacmmlargerl":{"w":7,"l":1,"t":0},"pacmmminikazam":{"w":29,"l":2,"t":0},"pacmmsynrlv2":{"w":60,"l":15,"t":0},"pacmmsmallil":{"w":6,"l":0,"t":0},"pacmmsmallilfa":{"w":8,"l":0,"t":0},"pacmmalakazam":{"w":104,"l":81,"t":0},"pacmmsynrlv0":{"w":32,"l":3,"t":0},"pacmmsynrlv1":{"w":18,"l":2,"t":0},"pacmmsynrlv1sp":{"w":33,"l":9,"t":0},"pacmmvariety":{"w":106,"l":62,"t":0},"pacmmwildcard":{"w":110,"l":98,"t":1},"pacbhkaizo":{"w":2,"l":0,"t":0},"pacbhg1boss":{"w":2,"l":0,"t":0},"pacsrsk1729":{"w":8,"l":3,"t":0},"pacpuffer":{"w":3,"l":0,"t":0},"pacpaagent":{"w":98,"l":136,"t":0},"pacexp05":{"w":5,"l":0,"t":0},"pacfoulplay":{"w":1,"l":0,"t":0},"pacmetahorns":{"w":5,"l":0,"t":0},"pacvibepoking":{"w":1,"l":0,"t":0},"pacsnteam":{"w":12,"l":5,"t":0},"pacgcogs":{"w":5,"l":0,"t":0},"pac4thlesson":{"w":46,"l":21,"t":0}}
2012.4750274087066	PAC-MM-Wildcard	3331	1440	22	1882.8	23	81.35	4793	Mon Oct 20 2025 04:00:00 GMT+0000 (Coordinated Universal Time)	{"pacmmabra":{"w":91,"l":6,"t":0},"pacmmsmallilfa":{"w":67,"l":7,"t":0},"pacmmsmallil":{"w":61,"l":5,"t":0},"pacmmsynrlv1":{"w":105,"l":20,"t":0},"pacbhg1boss":{"w":44,"l":0,"t":0},"pacbhpokeenv":{"w":38,"l":1,"t":0},"pacmmalakazam":{"w":370,"l":283,"t":9},"pacmmsynrlv2":{"w":210,"l":49,"t":0},"pacmmvariety":{"w":339,"l":206,"t":7},"pacmmalakazamvar":{"w":361,"l":268,"t":5},"pacmmsynrlv0":{"w":141,"l":19,"t":0},"pacmmminikazam":{"w":100,"l":28,"t":0},"pacmmkadabra":{"w":262,"l":80,"t":0},"pacmmsmallrlg9":{"w":79,"l":7,"t":0},"pacmmsynrlv1sp":{"w":154,"l":34,"t":0},"pacexp05":{"w":25,"l":6,"t":0},"pacmmlargerl":{"w":66,"l":3,"t":0},"pacpaagent":{"w":330,"l":263,"t":0},"pacsrsk1729":{"w":11,"l":4,"t":0},"pacbhgymleader":{"w":39,"l":1,"t":0},"pacbhgrunt":{"w":45,"l":0,"t":0},"pacmmbasernn":{"w":57,"l":2,"t":0},"pacbhsmogswitch":{"w":38,"l":2,"t":0},"pacbhkaizo":{"w":54,"l":0,"t":0},"pacgradient":{"w":24,"l":7,"t":0},"pacgcogs":{"w":15,"l":0,"t":0},"pacvibepoking":{"w":5,"l":0,"t":0},"pacedtesting":{"w":3,"l":2,"t":0},"pacporygon2ai":{"w":1,"l":1,"t":0},"pacmmmystery":{"w":98,"l":110,"t":1},"pac4thlesson":{"w":69,"l":23,"t":0},"pacsnteam":{"w":24,"l":3,"t":0},"pacpuffer":{"w":1,"l":0,"t":0},"pacfoulplay":{"w":1,"l":0,"t":0},"pacmetahorns":{"w":3,"l":0,"t":0}}
1984.75379745841	PAC-MM-AlakazamVar	3350	1978	19	1811.9	23	76.85	5347	Mon Oct 20 2025 03:59:49 GMT+0000 (Coordinated Universal Time)	{"pacmmlargerl":{"w":84,"l":15,"t":1},"pacmmsynrlv1sp":{"w":168,"l":71,"t":1},"pacmmabra":{"w":136,"l":29,"t":0},"pacmmsynrlv0":{"w":140,"l":44,"t":0},"pacmmminikazam":{"w":144,"l":42,"t":1},"pacbhsmogswitch":{"w":43,"l":1,"t":0},"pacmmbasernn":{"w":57,"l":6,"t":0},"pacmmsmallilfa":{"w":68,"l":12,"t":0},"pacmmsynrlv1":{"w":134,"l":40,"t":1},"pacmmvariety":{"w":317,"l":286,"t":6},"pacmmalakazam":{"w":319,"l":308,"t":3},"pacmmwildcard":{"w":268,"l":361,"t":5},"pacmmsmallrlg9":{"w":76,"l":24,"t":0},"pacmmkadabra":{"w":296,"l":103,"t":0},"pacmmsynrlv2":{"w":256,"l":127,"t":1},"pacbhpokeenv":{"w":41,"l":3,"t":0},"pacbhgymleader":{"w":38,"l":2,"t":0},"pacpaagent":{"w":317,"l":302,"t":0},"pacbhkaizo":{"w":39,"l":3,"t":0},"pacmmsmallil":{"w":55,"l":6,"t":0},"pacsrsk1729":{"w":12,"l":10,"t":0},"pacbhgrunt":{"w":33,"l":1,"t":0},"pacbhg1boss":{"w":41,"l":0,"t":0},"pacgradient":{"w":25,"l":9,"t":0},"pacgcogs":{"w":16,"l":1,"t":0},"pacvibepoking":{"w":4,"l":0,"t":0},"pacedtesting":{"w":11,"l":2,"t":0},"pacporygon2ai":{"w":2,"l":0,"t":0},"pacexp05":{"w":31,"l":14,"t":0},"pacmmmystery":{"w":77,"l":101,"t":0},"pac4thlesson":{"w":58,"l":46,"t":0},"pacsnteam":{"w":24,"l":3,"t":0},"pacpuffer":{"w":7,"l":0,"t":0},"pacfoulplay":{"w":5,"l":1,"t":0},"pacmetahorns":{"w":8,"l":5,"t":0}}
1953.349594409084	PAC-MM-Alakazam	3026	1619	23	1836	23	78.46	4668	Mon Oct 20 2025 03:58:26 GMT+0000 (Coordinated Universal Time)	{"pacmmvariety":{"w":334,"l":216,"t":4},"pacbhkaizo":{"w":39,"l":3,"t":0},"pacmmsynrlv2":{"w":253,"l":60,"t":2},"pacmmsynrlv0":{"w":107,"l":22,"t":1},"pacmmwildcard":{"w":283,"l":370,"t":9},"pacmmsynrlv1":{"w":111,"l":19,"t":0},"pacbhpokeenv":{"w":35,"l":0,"t":0},"pacmmlargerl":{"w":71,"l":7,"t":0},"pacmmalakazamvar":{"w":308,"l":319,"t":3},"pacmmabra":{"w":87,"l":14,"t":0},"pacmmsynrlv1sp":{"w":181,"l":38,"t":4},"pacmmkadabra":{"w":234,"l":76,"t":0},"pacmmminikazam":{"w":114,"l":27,"t":0},"pacbhgrunt":{"w":26,"l":2,"t":0},"pacmmbasernn":{"w":48,"l":3,"t":0},"pacsrsk1729":{"w":13,"l":3,"t":0},"pacpaagent":{"w":252,"l":256,"t":0},"pacbhg1boss":{"w":41,"l":0,"t":0},"pacmmsmallil":{"w":55,"l":1,"t":0},"pacmmsmallrlg9":{"w":70,"l":13,"t":0},"pacmmsmallilfa":{"w":69,"l":3,"t":0},"pacbhsmogswitch":{"w":34,"l":1,"t":0},"pacgradient":{"w":17,"l":11,"t":0},"pacbhgymleader":{"w":22,"l":0,"t":0},"pacgcogs":{"w":12,"l":2,"t":0},"pachida":{"w":5,"l":0,"t":0},"pacedtesting":{"w":13,"l":4,"t":0},"pacporygon2ai":{"w":3,"l":0,"t":0},"pacvibepoking":{"w":3,"l":0,"t":0},"pacexp05":{"w":16,"l":6,"t":0},"pacmmmystery":{"w":81,"l":104,"t":0},"pac4thlesson":{"w":61,"l":30,"t":0},"pacsnteam":{"w":14,"l":3,"t":0},"pacpuffer":{"w":3,"l":0,"t":0},"pacfoulplay":{"w":3,"l":4,"t":0},"pacmetahorns":{"w":6,"l":2,"t":0},"packaban":{"w":2,"l":0,"t":0}}
1941.3687818722565	PAC-4thLesson	581	476	1	1768.6	23	73.76	1058	Mon Oct 20 2025 03:59:49 GMT+0000 (Coordinated Universal Time)	{"pacbhkaizo":{"w":10,"l":0,"t":0},"pacbhpokeenv":{"w":3,"l":0,"t":0},"pacbhgrunt":{"w":7,"l":1,"t":0},"pacbhsmogswitch":{"w":5,"l":1,"t":0},"pacbhg1boss":{"w":8,"l":0,"t":0},"pacmmsmallilfa":{"w":14,"l":4,"t":0},"pacbhgymleader":{"w":5,"l":0,"t":0},"pacmmsmallrlg9":{"w":15,"l":6,"t":0},"pacmmsmallil":{"w":9,"l":1,"t":0},"pacpaagent":{"w":43,"l":60,"t":0},"pacmmabra":{"w":17,"l":8,"t":0},"pacexp05":{"w":8,"l":4,"t":0},"pacmmsynrlv1sp":{"w":51,"l":15,"t":0},"pacmmlargerl":{"w":11,"l":0,"t":0},"pacmmsynrlv2":{"w":54,"l":13,"t":0},"pacmmminikazam":{"w":30,"l":6,"t":0},"pacmmsynrlv0":{"w":29,"l":13,"t":0},"pacmmkadabra":{"w":49,"l":35,"t":0},"pacmmbasernn":{"w":4,"l":3,"t":0},"pacmmsynrlv1":{"w":17,"l":9,"t":0},"pacmmalakazamvar":{"w":46,"l":58,"t":0},"pacmmvariety":{"w":44,"l":60,"t":1},"pacmmalakazam":{"w":30,"l":61,"t":0},"pacmmwildcard":{"w":23,"l":69,"t":0},"pacsnteam":{"w":10,"l":3,"t":0},"pacpuffer":{"w":6,"l":0,"t":0},"pacgcogs":{"w":10,"l":0,"t":0},"pacmmmystery":{"w":21,"l":46,"t":0},"pacfoulplay":{"w":1,"l":0,"t":0},"pacporygon2ai":{"w":1,"l":0,"t":0}}
1927.5449388810189	PAC-MM-Variety	3129	2043	35	1782.1	23	74.75	5207	Mon Oct 20 2025 04:00:00 GMT+0000 (Coordinated Universal Time)	{"pacmmalakazam":{"w":216,"l":334,"t":4},"pacmmkadabra":{"w":283,"l":149,"t":3},"pacmmsmallilfa":{"w":65,"l":16,"t":0},"pacmmsmallrlg9":{"w":76,"l":14,"t":0},"pacmmminikazam":{"w":155,"l":48,"t":0},"pacmmalakazamvar":{"w":286,"l":317,"t":6},"pacmmlargerl":{"w":74,"l":16,"t":1},"pacmmwildcard":{"w":206,"l":339,"t":7},"pacmmabra":{"w":110,"l":28,"t":2},"pacmmsynrlv1sp":{"w":227,"l":79,"t":3},"pacbhgrunt":{"w":33,"l":3,"t":0},"pacmmsynrlv1":{"w":151,"l":56,"t":1},"pacmmbasernn":{"w":64,"l":5,"t":0},"pacmmsynrlv0":{"w":146,"l":34,"t":1},"pacbhgymleader":{"w":29,"l":1,"t":0},"pacmmsmallil":{"w":52,"l":4,"t":0},"pacsrsk1729":{"w":14,"l":6,"t":0},"pacbhkaizo":{"w":50,"l":5,"t":0},"pacmmsynrlv2":{"w":267,"l":113,"t":4},"pacpaagent":{"w":241,"l":279,"t":2},"pacbhsmogswitch":{"w":34,"l":2,"t":0},"pacbhpokeenv":{"w":36,"l":1,"t":0},"pacgcogs":{"w":16,"l":6,"t":0},"pacbhg1boss":{"w":44,"l":0,"t":0},"pacgradient":{"w":24,"l":12,"t":0},"pachida":{"w":2,"l":1,"t":0},"pacedtesting":{"w":12,"l":1,"t":0},"pacporygon2ai":{"w":5,"l":0,"t":0},"pacexp05":{"w":37,"l":9,"t":0},"pacmmmystery":{"w":62,"l":106,"t":0},"pac4thlesson":{"w":60,"l":44,"t":1},"pacsnteam":{"w":26,"l":7,"t":0},"pacpuffer":{"w":9,"l":1,"t":0},"pacvibepoking":{"w":2,"l":0,"t":0},"pacfoulplay":{"w":4,"l":2,"t":0},"pacmetahorns":{"w":9,"l":5,"t":0},"packaban":{"w":2,"l":0,"t":0}}
1853.3507626396392	PAC-MM-Kadabra	2640	1996	9	1711	23	69.25	4645	Mon Oct 20 2025 03:59:38 GMT+0000 (Coordinated Universal Time)	{"pacmmvariety":{"w":149,"l":283,"t":3},"pacmmsynrlv1sp":{"w":256,"l":93,"t":1},"pacmmlargerl":{"w":92,"l":20,"t":0},"pacbhsmogswitch":{"w":39,"l":4,"t":0},"pacmmalakazamvar":{"w":103,"l":296,"t":0},"pacmmalakazam":{"w":76,"l":234,"t":0},"pacmmsynrlv1":{"w":204,"l":47,"t":1},"pacmmsmallilfa":{"w":76,"l":6,"t":0},"pacmmsmallrlg9":{"w":106,"l":15,"t":0},"pacmmwildcard":{"w":80,"l":262,"t":0},"pacmmsynrlv0":{"w":184,"l":53,"t":0},"pacmmminikazam":{"w":190,"l":66,"t":0},"pacbhgymleader":{"w":35,"l":2,"t":0},"pacmmbasernn":{"w":66,"l":3,"t":0},"pacbhpokeenv":{"w":35,"l":2,"t":0},"pacbhgrunt":{"w":38,"l":2,"t":0},"pacexp05":{"w":32,"l":13,"t":0},"pacmmsynrlv2":{"w":238,"l":150,"t":3},"pacbhkaizo":{"w":53,"l":11,"t":0},"pacpaagent":{"w":104,"l":220,"t":1},"pacsrsk1729":{"w":15,"l":3,"t":0},"pacmmabra":{"w":154,"l":31,"t":0},"pacmmsmallil":{"w":61,"l":5,"t":0},"pacbhg1boss":{"w":43,"l":1,"t":0},"pacgradient":{"w":26,"l":23,"t":0},"pachida":{"w":5,"l":0,"t":0},"pacgcogs":{"w":21,"l":6,"t":0},"pacvibepoking":{"w":6,"l":0,"t":0},"pacedtesting":{"w":6,"l":5,"t":0},"pacporygon2ai":{"w":2,"l":0,"t":0},"pacmmmystery":{"w":35,"l":74,"t":0},"pac4thlesson":{"w":35,"l":49,"t":0},"pacsnteam":{"w":41,"l":10,"t":0},"pacpuffer":{"w":6,"l":1,"t":0},"pacmetahorns":{"w":16,"l":5,"t":0},"pacfoulplay":{"w":10,"l":1,"t":0},"packaban":{"w":1,"l":0,"t":0},"pacashk":{"w":1,"l":0,"t":0}}
1820.9728191050049	PAC-MM-SynRLV2	2649	2186	30	1662	23	65.09	4865	Mon Oct 20 2025 03:59:28 GMT+0000 (Coordinated Universal Time)	{"pacmmsynrlv1":{"w":232,"l":84,"t":4},"pacmmabra":{"w":210,"l":59,"t":2},"pacmmalakazam":{"w":60,"l":253,"t":2},"pacmmsmallil":{"w":80,"l":14,"t":0},"pacmmwildcard":{"w":49,"l":210,"t":0},"pacmmlargerl":{"w":136,"l":13,"t":0},"pacmmminikazam":{"w":223,"l":90,"t":2},"pacmmsynrlv0":{"w":231,"l":99,"t":6},"pacmmsynrlv1sp":{"w":242,"l":154,"t":6},"pacmmsmallrlg9":{"w":121,"l":16,"t":0},"pacmmsmallilfa":{"w":90,"l":8,"t":0},"pacmmbasernn":{"w":63,"l":3,"t":0},"pacbhkaizo":{"w":51,"l":3,"t":0},"pacbhgrunt":{"w":37,"l":1,"t":0},"pacbhsmogswitch":{"w":38,"l":4,"t":0},"pacmmalakazamvar":{"w":127,"l":256,"t":1},"pacbhgymleader":{"w":35,"l":0,"t":0},"pacmmkadabra":{"w":150,"l":238,"t":3},"pacsrsk1729":{"w":16,"l":17,"t":0},"pacmmvariety":{"w":113,"l":267,"t":4},"pacbhg1boss":{"w":48,"l":2,"t":0},"pacpaagent":{"w":50,"l":198,"t":0},"pacbhpokeenv":{"w":36,"l":1,"t":0},"pacgcogs":{"w":42,"l":6,"t":0},"pacgradient":{"w":16,"l":18,"t":0},"pachida":{"w":2,"l":0,"t":0},"pacedtesting":{"w":6,"l":5,"t":0},"pacvibepoking":{"w":2,"l":0,"t":0},"pacporygon2ai":{"w":7,"l":1,"t":0},"pacexp05":{"w":32,"l":26,"t":0},"pacmmmystery":{"w":15,"l":60,"t":0},"pac4thlesson":{"w":13,"l":54,"t":0},"pacsnteam":{"w":45,"l":19,"t":0},"pacfoulplay":{"w":9,"l":1,"t":0},"pacpuffer":{"w":9,"l":0,"t":0},"pacmetahorns":{"w":8,"l":6,"t":0},"pacashk":{"w":5,"l":0,"t":0}}
1793.7265653916445	PAC-srsk-1729	264	163	0	1681.3	23	66.76	427	Sun Oct 19 2025 13:29:36 GMT+0000 (Coordinated Universal Time)	{"pacexp05":{"w":6,"l":8,"t":0},"pacbhgrunt":{"w":3,"l":0,"t":0},"pacmmsmallil":{"w":9,"l":2,"t":0},"pacbhgymleader":{"w":5,"l":0,"t":0},"pacbhsmogswitch":{"w":5,"l":0,"t":0},"pacbhpokeenv":{"w":5,"l":0,"t":0},"pacbhkaizo":{"w":8,"l":0,"t":0},"pacmmbasernn":{"w":13,"l":1,"t":0},"pacmmsmallrlg9":{"w":15,"l":0,"t":0},"pacmmlargerl":{"w":12,"l":2,"t":0},"pacmmvariety":{"w":6,"l":14,"t":0},"pacmmalakazam":{"w":3,"l":13,"t":0},"pacmmsynrlv2":{"w":17,"l":16,"t":0},"pacmmsynrlv1":{"w":21,"l":10,"t":0},"pacpaagent":{"w":6,"l":11,"t":0},"pacmmabra":{"w":19,"l":5,"t":0},"pacmmalakazamvar":{"w":10,"l":12,"t":0},"pacmmsmallilfa":{"w":10,"l":2,"t":0},"pacmmwildcard":{"w":4,"l":11,"t":0},"pacmmsynrlv1sp":{"w":18,"l":21,"t":0},"pacmmkadabra":{"w":3,"l":15,"t":0},"pacpuffer":{"w":6,"l":0,"t":0},"pacbhg1boss":{"w":3,"l":0,"t":0},"pacmmminikazam":{"w":27,"l":4,"t":0},"pacfoulplay":{"w":3,"l":0,"t":0},"pacmmsynrlv0":{"w":20,"l":6,"t":0},"pacmetahorns":{"w":4,"l":2,"t":0},"pacmmmystery":{"w":3,"l":8,"t":0}}
